item,10개정  책자 색인,출처,kcal,water_g,protein_g,fat_g,ash_g,carb_g,당류,자당,포도당,과당,유당,맥아당,갈락토오스,총  식이섬유,수용성  식이섬유,불용성  식이섬유,칼슘,철,마그네슘,인,칼륨,sodium_mg,아연,구리,망간,셀레늄,몰리브덴,요오드,비타민 A,레티놀,베타카로틴,티아민,리보플라빈,니아신,니아신당량(NE),니코틴산,니코틴아미드,판토텐산,비타민 B6,피리독신,비오틴,엽산_ 엽산당량,엽산_ 식품 엽산,엽산_ 합성 엽산,비타민 B12,비타민 C,비타민 D,비타민 D2,비타민 D3,비타민 E,알파  토코페롤,베타  토코페롤,감마  토코페롤,델타  토코페롤,알파  토코트리에놀,베타  토코트리에놀,감마  토코트리에놀,델타  토코트리에놀,비타민 K,비타민 K1,비타민 K2,총 아미노산,총 필수 아미노산,이소류신,류신,라이신,메티오닌,페닐알라닌,트레오닌,트립토판,발린,히스티딘,아르기닌,티로신,시스테인,알라닌,아스파르트산,글루탐산,글라이신,프롤린,세린,타우린,총 지방산,총 필수 지방산,총 포화 지방산,부티르산 (4:0),카프로산 (6:0),카프릴산 (8:0),카프르산 (10:0),라우르산 (12:0),트라이데칸산 (13:0),미리스트산 (14:0),펜타데칸산 (15:0),팔미트산 (16:0),헵타데칸산 (17:0),스테아르산 (18:0),아라키드산 (20:0),헨에이코산산 (21:0),베헨산 (22:0),트리코산산 (23:0),리그노세르산 (24:0),총 불포화 지방산,총 단일 불포화지방산,미리스톨레산 (14:1),팔미톨레산 (16:1),헵타데센산 (17:1),올레산 (18:1(n-9)),박센산 (18:1(n-7)),가돌레산 (20:1),에루크산 (22:1),네르본산 (24:1),총 다가 불포화지방산,리놀레산 (18:2(n-6)),알파  리놀렌산 (18:3 (n-3)),감마  리놀렌산 (18:3 (n-6)),에이코사 디에노산 (20:2(n-6)),디호모 리놀렌산 (20:3(n-3)),에이코사 트리에노산 (20:3(n-6)),아라키돈산 (20:4(n-6)),에이코사 펜타에노산 (20:5(n-3)),도코사 디에노산(22:2),도코사 펜타에노산 (22:5(n-3)),도코사 헥사에노산 (22:6(n-3)),오메가3  지방산,오메가6  지방산,총 트랜스 지방산,트랜스  올레산(18:1(n-9)t),트랜스  리놀레산(18:2t),트랜스  리놀렌산(18:3t),식품명_원본,식품군
조뱅이,0.0,85.0,47.0,84.5,4.0,0.2,1.2,10.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.3,0.0,118.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,197.0,0.0,2365.0,0.05,0.46,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"조뱅이, 생것",채소류
조청,33.285714285714285,21.0,280.2857142857143,23.62857142857143,1.3442857142857143,0.12714285714285714,0.8428571428571427,74.05714285714285,13.824285714285713,0.0,1.5814285714285714,0.0,0.0,12.242857142857144,0.0,0.14285714285714285,0.04285714285714286,0.09999999999999999,31.428571428571427,2.65,4.0,80.42857142857143,376.57142857142856,10.714285714285714,0.045714285714285714,0.001,0.04871428571428571,0.11,1.8771428571428572,0.0,0.5714285714285714,0.0,5.857142857142857,0.22114285714285714,0.39142857142857146,0.9878571428571429,0.3132857142857142,0.26685714285714285,0.020999999999999998,0.029857142857142856,0.0,0.01257142857142857,0.0,5.285714285714286,5.285714285714286,0.0,0.0,16.715714285714288,0.0,0.0,0.0,0.011428571428571429,0.0071428571428571435,0.0014285714285714286,0.0014285714285714286,0.0,0.01,0.008571428571428572,0.0071428571428571435,0.0,0.0,0.0,0.0,170.85714285714286,65.71428571428571,5.857142857142857,13.0,5.0,3.5714285714285716,8.285714285714286,6.571428571428571,1.5714285714285714,9.0,3.5714285714285716,9.285714285714286,4.285714285714286,4.857142857142857,11.714285714285714,17.142857142857142,36.42857142857143,9.428571428571429,12.857142857142858,8.428571428571429,0.0,0.08,0.028571428571428574,0.032857142857142856,0.0,0.0,0.0,0.0,0.0,0.0,1.2228571428571429,0.0,28.952857142857145,0.0,2.07,0.26,0.0,0.1442857142857143,0.0,0.34285714285714286,0.047142857142857146,0.018571428571428572,0.0,0.0,0.0,17.725714285714286,0.7828571428571429,0.3614285714285714,0.0,0.0,0.028571428571428574,27.18,1.1485714285714284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014285714285714286,0.027142857142857142,0.0,0.0,0.0,0.0,"조청, 감",당류
주꾸미,1012.0,9.0,52.0,86.8,10.8,0.5,1.4,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,1.4,0.0,129.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.18,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"주꾸미, 생것",어패류 및 그 제품
준치,0.0,9.0,109.5,76.25,19.4,2.9000000000000004,1.35,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,0.9500000000000001,0.0,218.0,140.0,77.5,0.0,0.0,0.0,0.0,0.0,0.0,11.5,11.5,0.0,0.21999999999999997,0.16,5.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"준치, 생것",어패류 및 그 제품
줄나물,0.0,86.0,236.0,18.7,29.7,1.7,8.0,41.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,4.8,0.0,649.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,37.0,0.14,0.07,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"줄나물, 말린것",채소류
중국국수면,42.6,20.0,202.4,46.08,6.779999999999999,1.86,2.06,43.239999999999995,0.48,0.18,0.0,0.0,0.0,0.3,0.0,3.02,0.0,0.0,34.4,0.5,12.4,56.2,152.0,698.0,0.26,0.072,0.316,13.4,9.4,2.6,0.0,0.0,1.0,0.052000000000000005,0.05,0.45999999999999996,1.7600000000000002,0.0,0.0,0.308,0.02,0.0,0.8800000000000001,6.4,6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.52,0.34,0.12,0.76,0.44000000000000006,0.0,0.0,0.0,0.0,0.6,0.0,0.0,5359.6,1767.6,192.0,368.0,108.0,80.8,272.0,152.0,56.8,228.0,120.0,190.0,176.0,110.0,156.0,216.0,1820.0,190.0,646.0,278.0,0.0,1.61,0.716,0.44000000000000006,0.0,0.0,0.0,0.0,0.0,0.0,7.8,1.2,354.0,2.8,68.0,3.8,0.0,1.0,0.0,0.8,1.1720000000000002,0.446,0.8,12.6,1.2,30.0,0.0,7.6,0.0,0.0,0.726,674.0,40.2,0.0,0.6,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.042,0.6839999999999999,0.0,0.0,0.0,0.0,"중국국수면, 생것",곡류 및 그 제품
쥐눈이콩,280.0,14.0,344.6666666666667,25.666666666666668,32.54,12.703333333333333,4.08,25.01,4.2299999999999995,4.206666666666666,0.0,0.0,0.0,0.0,0.023333333333333334,18.566666666666666,1.7,16.866666666666667,183.66666666666666,4.573333333333333,181.0,608.6666666666666,1502.0,2.6666666666666665,3.84,1.1933333333333334,2.022,3.4666666666666663,129.15666666666667,2.1,5.333333333333333,0.0,62.333333333333336,0.09266666666666667,0.43100000000000005,0.623,6.0473333333333334,0.024333333333333332,0.5986666666666667,0.4663333333333333,0.0,0.038,0.0,230.66666666666666,230.66666666666666,0.0,0.0,0.8866666666666667,0.0,0.0,0.0,1.7,1.13,0.16666666666666666,4.456666666666666,1.26,0.0,0.0,0.0,0.0,57.324000000000005,57.324000000000005,0.0,29215.666666666668,13109.0,1172.0,2297.0,1832.6666666666667,399.0,1455.3333333333333,1190.6666666666667,325.6666666666667,1246.0,773.0,2417.6666666666665,948.3333333333334,455.6666666666667,1310.6666666666667,3419.6666666666665,5415.666666666667,1286.0,1716.3333333333333,1554.3333333333333,0.0,12.15,7.976666666666667,1.8633333333333333,0.0,0.0,0.0,0.0,0.0,0.0,9.263333333333334,2.86,1319.0533333333333,12.306666666666667,419.57666666666665,35.276666666666664,6.293333333333333,42.48666666666667,0.0,15.093333333333334,10.273333333333333,2.29,0.0,9.813333333333333,0.0,2107.3700000000003,155.71666666666667,18.790000000000003,0.0,0.0,7.983333333333333,6698.149999999999,1271.1866666666667,0.0,6.260000000000001,0.0,0.0,5.57,0.0,0.0,0.0,0.0,1.2699999999999998,6.710000000000001,0.013333333333333334,0.0,6.283333333333334,6.716666666666666,"쥐눈이콩(검정소립콩), 말린것",두류
쥐치,311.1666666666667,38.0,216.83333333333334,34.833333333333336,29.456666666666667,2.92,3.2583333333333333,16.86833333333333,4.293333333333334,4.293333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.16666666666667,1.71,15.0,234.33333333333334,233.66666666666666,427.0,0.24833333333333332,0.035833333333333335,0.008833333333333334,22.83666666666667,0.12666666666666668,20.44666666666667,3.0,3.0,0.0,0.0525,0.09983333333333333,2.6266666666666665,2.0156666666666667,0.050499999999999996,0.6261666666666666,0.12733333333333333,0.0,0.0003333333333333333,11.081666666666665,7.666666666666667,7.666666666666667,0.0,0.62,0.0,5.931666666666666,0.0,5.931666666666666,0.32,0.31666666666666665,0.0033333333333333335,0.006666666666666667,0.006666666666666667,0.006666666666666667,0.0,0.0033333333333333335,0.0,0.0,0.0,0.0,9767.333333333334,4880.5,429.1666666666667,756.5,728.8333333333334,268.6666666666667,596.3333333333334,456.8333333333333,240.5,573.1666666666666,228.66666666666666,601.8333333333334,306.1666666666667,125.0,543.6666666666666,930.1666666666666,1657.8333333333333,532.8333333333334,318.0,418.1666666666667,55.0,0.29833333333333334,0.008333333333333333,0.10333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,1.4216666666666669,1.0133333333333334,48.821666666666665,2.2283333333333335,21.99,0.5666666666666667,0.0,0.4183333333333333,27.94666666666667,0.305,0.19333333333333333,0.03333333333333333,0.0,3.985,0.0,20.5,5.423333333333333,1.0116666666666667,0.3833333333333333,1.26,0.16,7.836666666666667,1.19,0.0,0.8850000000000001,0.0,0.11666666666666665,0.0,30.534999999999997,0.4166666666666667,5.648333333333333,112.365,0.15,0.01,0.0016666666666666668,0.8300000000000001,0.18999999999999997,1.2316666666666667,"쥐치, 생것",어패류 및 그 제품
즉석밥,50.5,16.0,196.5,52.725,3.2249999999999996,0.4,0.3025,43.347500000000004,0.84,0.2,0.18000000000000002,0.4525,0.0,0.0075,0.0,1.525,0.3,1.2249999999999999,7.5,0.14500000000000002,7.0,39.5,41.0,60.75,0.955,0.08375,0.44175,2.04,25.25,0.8425,0.0,0.0,0.0,0.017,0.0125,0.45175,0.93075,0.33949999999999997,0.11225,0.15725,0.0,0.0125,0.0,8.75,8.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0525,0.035,0.005,0.015000000000000001,0.0225,0.037500000000000006,0.0,0.035,0.01,0.0,0.0,0.0,2975.0,1347.75,130.0,270.25,77.25,59.75,178.25,125.75,28.5,202.0,79.5,196.5,97.0,50.0,80.75,289.5,647.5,136.5,153.75,172.25,0.0,0.3825,0.155,0.1525,0.0,0.0,0.0,0.0,0.0,0.0,5.4975,0.0,134.8575,0.0,9.6475,0.7625,0.0,0.2625,0.0,1.6575,0.22749999999999998,0.07250000000000001,0.0,0.0,0.0,67.0625,3.2625,0.4425,0.0,0.2175,0.155,148.58249999999998,6.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.1475,0.0025,0.41000000000000003,2.0675,0.0,"즉석밥, 누룽지",곡류 및 그 제품
진달래꽃,0.0,97.0,26.0,92.2,1.0,0.1,0.4,6.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,1.6,0.0,16.0,86.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,480.0,0.1,0.09,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"진달래꽃, 생것",채소류
진두발,0.0,82.0,119.0,3.7,2.5,1.5,24.5,53.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,535.0,320.0,0.0,144.0,3628.0,551.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.3,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"진두발, 말린것",해조류
질경이,0.0,97.0,46.5,84.8,2.7,0.15000000000000002,1.6,10.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,1.55,0.0,47.5,249.5,15.0,0.0,0.0,0.0,0.0,0.0,0.0,154.0,0.0,1847.5,0.13,0.16999999999999998,1.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"질경이, 생것",채소류
짜장 소스,1184.0,15.666666666666666,216.66666666666666,42.36666666666667,8.243333333333334,3.9033333333333338,8.346666666666666,37.126666666666665,6.096666666666667,2.1866666666666665,3.2733333333333334,0.23,0.0,0.4033333333333333,0.0,3.1,0.6,2.5,80.0,1.0766666666666669,37.0,112.33333333333333,276.0,3063.0,0.6266666666666667,0.119,0.6326666666666666,36.26333333333333,30.460000000000004,110.21333333333332,0.0,0.0,1.0,0.18866666666666668,0.5233333333333333,1.4773333333333332,2.0646666666666667,0.824,0.272,0.2916666666666667,0.015333333333333332,0.013,0.17,116.0,116.0,0.0,0.0,0.0,0.0,0.0,0.0,1.11,0.9166666666666666,0.08666666666666667,0.9566666666666667,0.27666666666666667,0.12666666666666668,0.16333333333333333,0.09000000000000001,0.0,0.0,0.0,0.0,5413.333333333333,2002.3333333333333,206.33333333333334,405.6666666666667,219.33333333333334,56.0,258.6666666666667,190.66666666666666,35.333333333333336,235.0,115.0,280.3333333333333,135.33333333333334,74.33333333333333,233.0,470.6666666666667,1558.3333333333333,262.6666666666667,413.0,263.6666666666667,0.0,3.6533333333333338,1.8566666666666667,0.8033333333333333,0.0,0.0,0.0,0.38666666666666666,3.936666666666667,0.0,10.65,1.5133333333333334,618.68,3.9066666666666663,134.35,11.049999999999999,0.0,13.14,0.0,7.146666666666666,2.8266666666666667,0.9700000000000001,0.0,6.07,0.0,909.4966666666666,43.32333333333333,9.49,0.16666666666666666,0.3466666666666667,1.8566666666666667,1711.8533333333332,143.97333333333333,0.0,0.0,0.0,0.0,0.17333333333333334,0.0,0.0,0.0,0.0,0.14333333333333334,1.7133333333333332,0.023333333333333334,2.893333333333333,17.613333333333333,2.1999999999999997,"짜장 소스, 가루",조미료류
짜장면,0.0,11.0,122.0,72.2,3.0,3.1,1.1,20.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3,0.0,0.0,13.0,3.7,0.0,31.0,71.0,368.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,0.13,0.06,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,짜장면,조리가공식품류
짜장밥,0.0,11.0,149.0,67.6,3.0,4.5,0.9,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,0.0,0.0,11.0,2.9,0.0,38.0,75.0,312.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,17.0,0.13,0.06,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,짜장밥,조리가공식품류
짬뽕,0.0,11.0,69.0,84.1,2.8,1.9,1.2,10.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,0.0,0.0,14.0,6.3,0.0,31.0,81.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,219.0,0.11,0.09,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,짬뽕,조리가공식품류
쫄면,54.0,13.5,240.5,41.25,6.63,1.6400000000000001,2.6849999999999996,47.795,2.25,0.0,0.0,0.42,0.0,1.38,0.45,2.95,0.4,0.45,20.0,2.785,11.0,60.5,112.0,998.0,0.105,0.039,0.307,6.28,4.365,0.0,15.5,3.0,150.5,0.121,0.043000000000000003,1.487,1.4795,0.881,0.256,0.1305,0.0,0.021,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.015,0.005,0.0,0.005,0.005,0.03,0.0,0.005,0.0,0.0,0.0,4330.5,1465.5,167.5,322.5,89.0,64.0,238.5,182.0,20.5,191.0,59.5,131.0,71.0,11.0,0.0,203.5,1829.0,157.5,590.0,3.0,0.0,0.515,0.295,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.68,135.985,0.775,7.28,0.79,0.0,1.16,0.0,1.515,0.365,0.07,0.0,0.55,0.0,60.67,5.14,2.88,0.745,0.0,0.295,275.92,17.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.275,0.0,0.0,1.47,0.0,"쫄면, 말린것",곡류 및 그 제품
참기름,1078.0,13.0,917.0,0.2,0.0,99.59,0.07,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,1.75,35.0,99.0,56.0,16.0,0.49,0.084,0.156,0.0,0.0,0.0,1.0,0.0,11.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.015,3.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.78,1.74,0.0,40.19,0.59,0.0,0.0,0.0,0.0,9.12,9.12,0.0,41.0,14.0,2.0,7.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,2.0,3.0,1.0,5.0,2.0,12.0,2.0,0.0,95.27,42.16,14.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8692.84,68.34,5137.51,578.21,0.0,90.47,0.0,79.65,80.33,38.17,0.0,130.66,0.0,37002.12,882.54,153.46,0.0,0.0,42.16,41621.25,534.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53,41.62,0.29,0.0,290.89,0.0,참기름,유지류
참깨,315.5,13.0,550.25,2.75,23.375,44.21,5.2975,24.3675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.675,1.45,16.225,1016.5,6.3875,378.25,715.0,531.25,1.75,5.07,1.1855,1.7065000000000001,6.489999999999999,49.855000000000004,1.1175000000000002,2.0,0.0,25.25,0.33375,1.54725,3.86625,8.83775,3.61925,0.247,0.4855,0.0,0.008,0.0,80.0,80.0,0.0,0.0,0.17,0.0,0.0,0.0,2.1500000000000004,0.16749999999999998,0.0,19.65,0.345,0.0175,0.0,0.0,0.0,0.66,0.66,0.0,19436.75,9245.75,735.5,1396.5,594.25,565.0,926.25,719.5,298.5,910.25,522.0,2578.0,661.75,434.25,968.0,1654.75,3846.5,1050.75,657.5,917.5,0.0,42.2925,19.05,6.5275,0.0,0.0,0.0,0.0,0.0,0.0,9.44,0.0,3943.9775,26.105,2199.9675,249.39249999999998,1.0325,54.82,8.275,32.245,35.715,16.6375,0.0,55.0125,0.0,16129.7175,371.2975,76.48,0.0,5.3375,19.0775,18870.0575,181.3025,0.0,22.895,0.0,1.53,0.0,0.0,0.0,0.0,0.0,0.18,18.895,0.05,18.0475,24.5175,7.875,"참깨, 검은색, 말린것",견과류 및 종실류
참깨 과자,318.0,96.0,538.0,4.4,15.0,32.9,2.3,45.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,520.0,4.6,0.0,419.0,225.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.36,0.12,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"참깨 과자, 엿강정",견과류 및 종실류
